tcr_id_reference,percentage_lower
30724,21.17310443490701
18097,82.26037195994277
22652,65.379113018598
10579,15.450643776824036
24144,12.446351931330472
11937,82.689556509299
16527,63.94849785407726
21215,26.32331902718169
13674,36.9098712446352
477,87.26752503576537
6786,86.69527896995707
10327,19.027181688125893
7277,83.69098712446352
32967,16.02288984263233
8960,88.2689556509299
30351,41.77396280400572
16156,58.798283261802574
13562,81.25894134477825
1370,54.506437768240346
18742,38.483547925608015
19445,65.95135908440629
30410,37.911301859799714
17246,69.241773962804
20164,19.313304721030043
7863,0.7153075822603719
8207,96.42346208869814
6969,99.28469241773963
12842,57.08154506437768
30605,88.8412017167382
11745,80.4005722460658
9281,49.64234620886982
17645,65.379113018598
33532,18.31187410586552
11787,15.450643776824036
16411,16.738197424892704
6614,54.7925608011445
5321,82.97567954220315
4663,38.91273247496424
8878,79.97138769670958
1861,76.25178826895565
15625,37.48211731044349
6075,74.53505007153076
16138,58.51216022889842
17544,26.32331902718169
31742,53.648068669527895
10607,18.168812589413445
5632,45.20743919885551
