tcr_id,mhc_allele,score_tcr_p1,score_tcr_p2,score_tcr_p3,score_tcr_p4,score_tcr_p5,score_tcr_p6,score_tcr_p7,score_tcr_p8,score_tcr_p9,score_tcr_all,score_tcr_mhc
32525.0,A*24:02:01:01,0.0,0.0,0.0,0.014429480748573809,-0.16966731436084337,0.9986898083844119,-0.1350205830534572,-0.18081666434736476,0.0558804583944564,0.5834951857657767,-2.6358904812328863
22560.0,A*24:02:01:01,0.0,-0.3997344333991793,-0.18964275872386177,1.6637432107923797,-0.9366994907425894,-0.3719226873395572,0.5242250458308068,0.955949835340387,-0.0701826396225398,1.175736082135846,-0.18806995541364924
33315.0,A*24:02:01:01,0.0,0.0,-0.0019743343037178,0.601853956516898,-0.678919318383585,0.543058279634114,0.6457438878732766,0.5886015422790692,0.0,1.6983640136160552,2.179585500757051
30403.0,A*24:02:01:01,0.0,0.0,0.0,-0.557381894720407,0.39553072100544473,0.5021357254398493,-1.2687678397244742,-1.8134896320394631,0.3861221452650334,-2.3558507747740167,-0.6979666606639704
32798.0,A*24:02:01:01,0.6686060716438277,0.0,-0.0929461125094442,1.1547077998237048,0.9747661207435103,0.4753751730476465,-0.0029717703891574,0.2732679384967783,0.0,3.450805220856866,-0.09109584955667671
32596.0,A*24:02:01:01,0.0,0.0,0.0,1.0385051630564284,-0.46180373716200374,-0.1847257415541672,0.903291105371631,0.16929110004848502,0.3861221452650334,1.850680035025407,-5.884847786387919
31902.0,A*24:02:01:01,-0.1155128871218442,0.0,0.0,0.3923791635756434,0.3291159954662847,-0.3066809797350756,0.13118624744460633,1.3652042658090857,0.0,1.7956918054387003,-1.3922349414533135
32385.0,A*24:02:01:01,0.0,0.0,0.600201068050501,-0.26532588452164163,0.231952247012637,-1.0253093741335855,-0.41242919914437537,-0.7998972957237869,0.0,-1.6708084384602513,2.9272658522530617
31744.0,A*24:02:01:01,0.326319865157195,0.0,0.0,-0.4733674023638933,0.7156998071435302,-0.3311006928193019,0.7732379771234333,-0.2752980132520596,0.0,0.7354915409889037,-0.7207720026465663
31901.0,A*24:02:01:01,0.3707716277280288,0.0,0.1583683157714617,-0.040177746240873946,-0.2812335383398463,-0.6975046304470256,1.7068768035178208,0.7366401231413668,0.0,1.9537409551309324,1.4773478499686972
31741.0,A*24:02:01:01,0.4133312421468246,0.2345722471378325,0.11194221889691021,-1.1438428891421035,-0.8215063634321381,-0.21119240456209076,0.7065466026247612,0.8928453887184964,0.0,0.18269604238849257,-1.1409326238793318
31685.0,A*24:02:01:01,0.0,0.0,0.0,-0.057968365270712065,0.0,1.5786398072082766,1.2154415805100052,-0.5216509534613178,0.0,2.2144620689862515,1.40899366618034
21392.0,A*24:02:01:01,-0.12566525858586214,-0.3307415619122278,0.1947359599423367,-0.8846680210807318,2.446255735307643,0.4753751730476465,-0.070482061915886,-0.29370872689154753,0.06334875300198259,1.4744499909133535,-3.2605232246335425
32442.0,A*24:02:01:01,0.6686060716438277,0.0,-0.6117399059246118,0.04765504589020808,-0.8808209778649028,0.23534759686233064,0.20688290598339484,-0.025602830255967046,0.0,-0.35967209366572034,2.822046467903739
32732.0,A*24:02:01:01,0.1358015411590617,0.0,-0.0239532410224927,-0.22087556660899488,1.4169409229848047,1.0942209318584788,1.1210202097836397,0.7841561123199533,0.0,4.307310910474451,-1.5534306720293924
33316.0,A*24:02:01:01,0.0,0.0,0.0,0.05679012702102329,0.30824229551094795,-0.04101202546273636,1.4375440073158041,0.25801694818693494,0.0,2.019581352571974,5.059899217800286
33317.0,A*24:02:01:01,0.0,0.0,0.0,0.2056952519325845,0.0,0.7502786771842643,-0.929733802130608,0.8953107694199246,0.0,0.9215508964061655,2.038635283557255
32435.0,A*24:02:01:01,0.0,0.0,-0.0239532410224927,1.7493139936161501,1.8336993639344048,0.9999537806614914,0.9267183835498135,-0.1659943235137161,0.0,5.319737957225652,3.5806651658514266
31937.0,A*24:02:01:01,1.1619800214641889,0.0,0.600201068050501,1.0313562523315065,-0.12424181208874481,1.377780191591185,-0.6214390529448033,0.3946983202992059,0.0,3.820334988703039,3.3883513964623204
32355.0,A*24:02:01:01,0.0,0.0,0.0,1.9406789360578913,0.0,-1.1070898529131143,-1.067726155573223,0.630657360496917,0.0,0.39652028806847106,4.4433481126928935
31772.0,A*24:02:01:01,0.0342993911068159,0.4016263318009986,-0.37641054901702187,0.760245765059871,0.18789135622720052,-0.40174515112084985,0.0,0.613690839847381,0.0,1.2195979839043953,-1.5811916095969984
31881.0,A*24:02:01:01,-0.12566525858586214,-0.3307415619122278,0.8300283478041076,-0.5465720480336853,0.33405427710686697,0.8979101542919118,-0.3379984647730726,0.6775221867149398,0.0,1.3985376326129784,1.3886828798198427
30993.0,A*24:02:01:01,0.0,0.4757343039547205,-0.0239532410224927,1.2034681446947362,1.3144356017796368,0.4578406250985115,0.8365997308729589,0.0,0.0,4.264125165378071,2.9780131072490903
32015.0,A*24:02:01:01,0.2797998495223022,0.0,-0.0464260968745515,0.6866447818698456,1.447838597655758,-0.5248997305791443,0.4490224086809223,0.6751189385705605,0.0,2.967098748845692,0.04406448446497235
30112.0,A*24:02:01:01,0.06680866967211031,0.0,-0.0239532410224927,-0.22049194665840544,2.599372594577435,-0.3532069713297196,1.6372366821845068,1.3111764220059248,0.0,5.016942209429359,-4.039313956810659
21398.0,A*24:02:01:01,0.0,0.0,0.2298272797536066,1.2767365666946675,0.25688422771415165,-0.35446795108793844,1.109039940343768,-0.18603583041030797,0.0,2.3319842330079474,-3.979009890183101
32719.0,A*24:02:01:01,0.0,0.0,0.0,-0.07053755896255698,0.0,3.907220586400722,0.5192575910255471,0.9936378569989266,0.0,5.349578475462638,-0.2112154159513464
31832.0,A*24:02:01:01,0.0,0.0,0.0,-0.02822539556506251,3.5199474600709744,0.48492972399093565,1.1826517576870144,-1.5977903862773688,0.0,3.561513159906493,3.5677447338878054
22574.0,A*24:02:01:01,0.0,0.0,0.0,1.5723247759802466,0.0,-0.37908554142063544,-0.0675102915267286,-0.6258425619141622,0.0,0.4998863811187203,3.5752331639158172
32465.0,A*24:02:01:01,0.23100968535287011,0.1392620673335076,0.4460503882232427,0.3875657804234507,0.1281721215255783,1.1207350886012937,0.4024933377190068,0.8223461561719737,0.0,3.6776346253509233,-6.3168251820490475
