tcr_id,percentage_lower
21410,21.888412017167383
21404,39.62804005722461
32308,89.84263233190272
32447,92.98998569384835
32508,90.55793991416309
32737,14.449213161659513
1037,98.4263233190272
33472,98.71244635193132
32382,4.148783977110158
1333,72.53218884120172
33049,90.98712446351932
21448,45.493562231759654
32145,5.7224606580829755
31880,43.63376251788269
32215,95.13590844062946
33256,0.7153075822603719
31905,3.4334763948497855
33086,93.70529327610872
32401,35.336194563662374
30362,8.726752503576538
32560,22.889842632331906
33050,14.449213161659513
21442,80.25751072961373
32953,34.33476394849785
30610,78.39771101573677
1199,8.726752503576538
764,78.54077253218884
32667,85.83690987124464
1016,58.941344778254646
32448,72.96137339055794
