reference_id,percentage_lower
2p5w,1.0071942446043165
4ftv,4.60431654676259
7n2o,0.0
5xot,0.5755395683453237
4prh,1.0071942446043165
5hho,0.14388489208633093
2vlk,0.14388489208633093
7nmf,0.0
4l3e,0.4316546762589928
1bd2,1.1510791366906474
1ao7,0.28776978417266186
7rk7,41.294964028776974
6amu,75.25179856115109
3qdj,9.352517985611511
7q99,16.115107913669064
6dkp,1.1510791366906474
3o4l,42.589928057553955
2esv,39.13669064748201
3vxs,0.7194244604316548
5nmg,31.798561151079134
3mv8,0.14388489208633093
4qrr,56.11510791366906
8shi,9.20863309352518
3d39,0.0
3qeq,24.89208633093525
4jff,5.323741007194244
4g8g,7.76978417266187
4jfd,11.366906474820144
6avf,82.73381294964028
2f54,22.334293948126803
7ow5,92.08633093525181
7ndu,8.920863309352518
3kpr,2.5899280575539567
5nht,0.0
6vqo,9.20863309352518
8f5a,10.503597122302159
5bs0,0.28776978417266186
5c0b,0.0
4jfe,18.41726618705036
5c07,0.14388489208633093
5isz,66.4748201438849
2f53,10.37463976945245
5hyj,0.14388489208633093
4qrp,17.841726618705035
7dzn,0.7194244604316548
6bj8,0.0
2nx5,76.54676258992805
7ndq,14.676258992805755
7pbc,5.0359712230215825
6rp9,4.028776978417266
7r80,32.94964028776978
7n2p,5.323741007194244
7pb2,30.071942446043167
6eqb,4.172661870503598
6uon,2.877697841726619
6eqa,0.4316546762589928
2p5e,1.2949640287769784
5xov,89.20863309352518
7rtr,30.79136690647482
5w1w,20.14388489208633
6rsy,23.309352517985612
5brz,1.870503597122302
6tro,18.848920863309353
5men,15.39568345323741
5nme,33.81294964028777
2gj6,0.0
5jzi,4.028776978417266
2ak4,0.0
7nme,0.5755395683453237
8en8,20.287769784172664
6q3s,26.512968299711815
6vm8,11.798561151079138
3hg1,0.4316546762589928
3sjv,36.83453237410072
7q9a,0.4316546762589928
3vxm,85.46762589928058
3pwp,8.201438848920864
5c0a,0.7194244604316548
3ffc,65.46762589928058
8gvg,6.474820143884892
3qfj,0.28776978417266186
3mv7,7.76978417266187
6p64,3.3093525179856114
8dnt,71.07913669064749
6zky,12.661870503597122
5jhd,29.208633093525183
6ulr,0.0
5d2n,59.42446043165468
5d2l,79.42446043165468
4qok,0.5755395683453237
3dxa,17.553956834532375
7n2q,0.4316546762589928
7n2r,15.53956834532374
7n1e,84.60431654676259
1oga,0.0
3gsn,18.848920863309353
7qpj,30.647482014388487
7rrg,52.37410071942447
5tez,85.32374100719424
8enh,32.51798561151079
3qdm,24.316546762589926
8qfy,53.525179856115116
8gom,13.66906474820144
7n6e,29.928057553956833
6vm9,27.33812949640288
6bj2,1.2949640287769784
3vxu,7.625899280575539
4jrx,0.0
6am5,1.4388489208633095
1qse,1.0071942446043165
4eup,1.4388489208633095
7ow6,76.40287769784173
4prp,0.8633093525179856
7n2s,2.158273381294964
6d78,0.14388489208633093
5eu6,12.086330935251798
1mi5,3.741007194244604
8gvb,0.0
5yxu,86.90647482014388
7pdw,50.935251798561154
6vm7,21.007194244604317
6vmc,22.87769784172662
1qrn,0.14388489208633093
3qdg,0.8633093525179856
2bnr,11.095100864553315
6vmx,6.043165467625899
6mtm,4.172661870503598
1qsf,0.7194244604316548
3w0w,4.460431654676259
5c08,1.0071942446043165
3kxf,0.0
8gon,35.10791366906475
8eo8,54.67625899280576
7n2n,1.5827338129496402
6rpb,28.201438848920862
2ypl,58.1294964028777
5euo,1.5827338129496402
6zkw,27.62589928057554
3utt,0.8633093525179856
6vrm,36.54676258992806
6rpa,70.93525179856115
2vlj,0.28776978417266186
4mji,15.827338129496402
6uln,0.7194244604316548
5hhm,0.14388489208633093
7n1f,34.96402877697842
3uts,5.323741007194244
2vlr,0.0
7pbe,7.194244604316546
3kps,7.194244604316546
7ndt,14.244604316546763
3h9s,8.776978417266188
2pye,0.28776978417266186
6r2l,89.06474820143885
7phr,4.172661870503598
4g9f,3.3093525179856114
7dzm,0.14388489208633093
6avg,11.654676258992806
2bnq,22.76657060518732
5c0c,0.0
6vma,17.26618705035971
7q9b,20.431654676258994
4mnq,68.05755395683454
4jry,99.85611510791367
6bj3,0.4316546762589928
5yxn,66.90647482014388
8gvi,3.4532374100719423
7nmg,1.4388489208633095
6tmo,2.158273381294964
5c09,0.14388489208633093
8cx4,0.28776978417266186
5nmf,20.0
3mv9,0.5755395683453237
3d3v,0.0
3vxr,0.0
6vrn,27.913669064748202
5e6i,2.877697841726619
5e9d,8.057553956834532
7rm4,90.50359712230215
5nqk,0.0
5w1v,23.021582733812952
4pri,0.28776978417266186
7l1d,5.755395683453238
