tcr_id_reference,percentage_lower
5w1w,41.810344827586206
3gsn,11.206896551724139
7n2n,6.752873563218391
6zkw,78.44827586206897
5tez,85.48850574712644
7rrg,17.097701149425287
8gon,62.06896551724138
5nmg,0.0
3vxr,8.189655172413794
7nmf,0.0
6tmo,1.4367816091954022
1ao7,0.0
4mnq,8.045977011494253
3qdj,82.61494252873564
4jry,99.42528735632183
6amu,82.90229885057471
6dkp,0.7183908045977011
6q3s,18.27338129496403
8gvg,0.0
4g8g,7.327586206896551
5isz,24.856321839080458
7q9a,0.14367816091954022
7pdw,0.28735632183908044
5c0c,0.0
7dzm,1.4367816091954022
8shi,31.46551724137931
2nx5,63.93678160919541
6p64,51.293103448275865
4g9f,25.43103448275862
3qeq,40.51724137931034
6r2l,17.385057471264368
4qok,0.0
5d2l,19.54022988505747
5jhd,20.833333333333336
6d78,29.74137931034483
4prp,0.0
7ndu,2.0114942528735633
