tcr_id,mhc_allele,score_tcr_p,score_tcr_mhc
7ndt,C*06:30:01:01,-0.7540547886183174,0.9197170527838678
22560,C*06:30:01:01,1.1605392747614278,0.02311146540978895
33315,C*06:30:01:01,-0.23548868757423536,-0.7039410022101403
30403,C*06:30:01:01,0.9315253373740853,0.5167482801059887
32798,C*06:30:01:01,0.4425307329267204,1.563305528569232
32596,C*06:30:01:01,-1.3460755337136903,0.4694770243932739
31902,C*06:30:01:01,1.8515891084835228,-1.1528342506398999
32385,C*06:30:01:01,4.0051499107697675,4.274503029064698
31744,C*06:30:01:01,-1.0111342731610908,-0.46075317499375257
31901,C*06:30:01:01,1.3298590701321025,2.650459678746748
31741,C*06:30:01:01,2.96829895794033,2.372377418867529
31685,C*06:30:01:01,-2.506271031677281,-2.0042000923157954
21392,C*06:30:01:01,2.554238892666067,0.7456793937156049
32442,C*06:30:01:01,-0.4205080993669028,4.2437465365371825
32732,C*06:30:01:01,0.5208170033201933,1.98812943111515
33316,C*06:30:01:01,-0.8330878067065931,1.7511735603159335
33317,C*06:30:01:01,1.2352625055701874,1.5627471694437476
32435,C*06:30:01:01,8.603099119494454,0.3825688533910364
31937,C*06:30:01:01,1.7312058951677278,5.804745831600663
32355,C*06:30:01:01,0.9720264101721048,0.42455539378852925
31772,C*06:30:01:01,1.547797579309797,-1.022884754450894
31881,C*06:30:01:01,-1.001914862118975,-2.180464232129519
30993,C*06:30:01:01,3.0292254209825766,2.418128486316131
32015,C*06:30:01:01,9.242368416443693,-1.5470621384737204
30112,C*06:30:01:01,2.3222869702290865,-0.23510902891023627
21398,C*06:30:01:01,-2.5924317295031254,2.080588397053073
32719,C*06:30:01:01,5.392999567184236,2.8059480808274717
31832,C*06:30:01:01,3.864959544085981,0.7347793522054299
22574,C*06:30:01:01,2.2944764711168046,1.4027384686366853
32465,C*06:30:01:01,1.8915340062856638,4.2422673397599695
32681,C*06:30:01:01,3.454490333440605,-3.1283999190043974
32029,C*06:30:01:01,6.03361684981441,-1.9987159732918647
32037,C*06:30:01:01,3.2865278167139627,2.826177768586114
31989,C*06:30:01:01,0.6093665128645293,-4.52401300258961
32096,C*06:30:01:01,-3.122648541433008,1.925192829654039
34497,C*06:30:01:01,1.3005998691792648,1.918949855395691
33027,C*06:30:01:01,1.6606956464708733,4.2496898517794595
32970,C*06:30:01:01,1.6885816265615308,3.457174199960478
32272,C*06:30:01:01,2.3407001843971345,0.3076500789333191
32217,C*06:30:01:01,-0.0752918848838453,0.20243565079040068
31762,C*06:30:01:01,2.6286207545027103,5.937926048943218
31967,C*06:30:01:01,2.4232256272860924,2.9106293832349985
856,C*06:30:01:01,3.5161756665491417,-1.3993488667662235
32239,C*06:30:01:01,0.5515979569883607,3.7021636893841543
32887,C*06:30:01:01,2.231118592235538,0.511919441843238
32854,C*06:30:01:01,-0.07589999516821327,1.7089920148222708
1026,C*06:30:01:01,-0.16716281853002402,0.9242337426736584
22575,C*06:30:01:01,1.4156922411911819,1.5517703397199982
33242,C*06:30:01:01,4.216653551907662,-1.4626750570891485
31922,C*06:30:01:01,-0.6259789938783263,-0.9338815928828371
1128,C*06:30:01:01,4.60804842671231,1.3847575391726634
32597,C*06:30:01:01,5.159649960146475,1.5977250631115734
85,C*06:30:01:01,0.2371982473339661,-2.6624787970521924
29737,C*06:30:01:01,6.502895048750437,-2.4174393830396586
31857,C*06:30:01:01,5.0631903754605245,8.265081731785024
32594,C*06:30:01:01,-0.660996599632308,2.640749018071801
32126,C*06:30:01:01,-0.6926488361505996,0.3442732675391903
21671,C*06:30:01:01,0.49282884304584806,-0.48609539274789876
32483,C*06:30:01:01,3.5786627409305702,4.28068360086645
8897,C*06:30:01:01,-0.5575202548140177,1.9217506861478708
4716,C*06:30:01:01,1.3418735869983671,4.85206308650483
32398,C*06:30:01:01,0.4775936497293066,4.615637539686989
31970,C*06:30:01:01,0.9996224261706318,4.5338169919694105
32052,C*06:30:01:01,0.5725026676055489,2.216726426607757
31567,C*06:30:01:01,0.9614328755776012,3.4131116749351547
32415,C*06:30:01:01,2.090445249316941,-2.6132945352104238
71,C*06:30:01:01,1.3287989585661433,-0.24996881348957323
1014,C*06:30:01:01,2.408716140010184,-2.142514330633794
31783,C*06:30:01:01,1.7002735965474396,4.21395459997083
31782,C*06:30:01:01,2.0672972762222708,-2.04014166341519
32734,C*06:30:01:01,2.375477819218381,-1.827596204083727
31803,C*06:30:01:01,0.8069517426907947,3.4359940917361453
31745,C*06:30:01:01,1.7759188630371021,1.002918359220334
31785,C*06:30:01:01,5.278861396511571,-0.14314951352709043
30154,C*06:30:01:01,0.643733558931253,0.9121627815198412
32505,C*06:30:01:01,3.2118918692504983,-0.933987423548373
32191,C*06:30:01:01,2.2002563169341043,-0.28406385510414456
21451,C*06:30:01:01,2.9383998382696843,9.531091675613249
30076,C*06:30:01:01,6.308577803836828,4.005414973574595
21438,C*06:30:01:01,-1.9788539893117876,0.4623461300138225
32025,C*06:30:01:01,3.4987573937762946,-1.0105467318132257
21651,C*06:30:01:01,0.668544919937833,-0.493626809376868
34530,C*06:30:01:01,0.6068646085841098,3.5823797409422893
15334,C*06:30:01:01,-0.10191272273757515,4.240275070807499
31877,C*06:30:01:01,0.8561672822304408,3.812901871173187
32784,C*06:30:01:01,0.5830433302264466,2.2531695622500174
32773,C*06:30:01:01,2.0284658425454185,-4.491731554329054
34532,C*06:30:01:01,2.5770607470059894,9.785566744048284
21439,C*06:30:01:01,1.840066124937831,0.41507350807872323
31789,C*06:30:01:01,-0.07439796021212888,1.059956098238567
29729,C*06:30:01:01,2.730629890892997,-0.0778635249741852
32772,C*06:30:01:01,6.540138643031559,2.2805146593492527
32673,C*06:30:01:01,2.2755572219162374,-1.3111475919705733
30996,C*06:30:01:01,4.354918345273335,0.21559704310475558
302,C*06:30:01:01,4.355091222388697,2.3575120510674785
34528,C*06:30:01:01,0.4731209957535618,-1.5460581906738886
33073,C*06:30:01:01,0.057157844445911155,4.152516346682272
32497,C*06:30:01:01,1.7816405323417488,2.0406909026857525
32019,C*06:30:01:01,0.027599982249693913,2.4478271692554365
31851,C*06:30:01:01,-0.7750207179274625,2.1878770900070372
31900,C*06:30:01:01,3.420067190194625,-2.0562269652128786
31800,C*06:30:01:01,4.390100089113928,2.5586560630643436
32838,C*06:30:01:01,3.001375817579505,-0.6117855381972386
31875,C*06:30:01:01,-1.7181113096735632,0.09136060959731533
31930,C*06:30:01:01,-1.5458268566590057,-0.5344255385410152
1294,C*06:30:01:01,-0.09126289477330218,1.4848994541701013
31820,C*06:30:01:01,4.052728984445857,6.905329054496241
32715,C*06:30:01:01,0.6001108857497621,2.9502273312702245
32714,C*06:30:01:01,-2.424095904865589,4.815465150582275
32086,C*06:30:01:01,-1.9255356217894675,1.9533816889860662
32169,C*06:30:01:01,3.9149902485401977,0.439432275377575
32809,C*06:30:01:01,2.6068750029152303,0.4644213612107955
32806,C*06:30:01:01,3.1655572597065813,0.8902987815092289
32005,C*06:30:01:01,-0.47130778057212164,0.7119246387596347
32943,C*06:30:01:01,-1.7395487526389317,2.884115703686088
31886,C*06:30:01:01,1.2837387193990293,3.3537204368213116
29734,C*06:30:01:01,1.2920730398540305,7.830784176808162
32325,C*06:30:01:01,2.8081039869000954,9.05024902642515
31823,C*06:30:01:01,1.3447869614741856,-0.8664039606846972
31950,C*06:30:01:01,-0.38907980157735983,2.316829500711756
31915,C*06:30:01:01,2.3051301256325267,0.7994210372796211
32135,C*06:30:01:01,0.5334906094825517,-0.2465031806749527
31821,C*06:30:01:01,-0.31069825123948785,1.4755555705260304
32353,C*06:30:01:01,1.8177287332565173,1.3910905910146234
32989,C*06:30:01:01,2.4529145110079185,-0.060882486314423834
31956,C*06:30:01:01,-0.28178288717660566,-1.4758363869878701
32076,C*06:30:01:01,-0.29888176413692663,1.4031721934655659
32177,C*06:30:01:01,2.4342621066643657,1.704197066816257
32057,C*06:30:01:01,-1.475726472847004,4.80860283049644
32997,C*06:30:01:01,0.03508441592052107,-2.219083235698776
32851,C*06:30:01:01,1.8787367263018095,2.1123611412310157
1274,C*06:30:01:01,-0.16556660747905563,-0.13993279811513448
32100,C*06:30:01:01,3.4694292898803227,3.2374606943156006
32360,C*06:30:01:01,2.3261596663245188,0.5232879540189201
32468,C*06:30:01:01,3.612298243640025,-1.2439092608212172
29727,C*06:30:01:01,0.8735195995442582,1.4407204915708167
32087,C*06:30:01:01,2.14108793006691,0.9225249487625595
32216,C*06:30:01:01,6.385116030111132,-0.7121538851547091
32221,C*06:30:01:01,4.9050779990679825,8.887451400485348
32219,C*06:30:01:01,3.5104181545181383,3.115168583192024
31979,C*06:30:01:01,4.966585135699108,4.678372302468644
33039,C*06:30:01:01,2.3646719741192785,4.8181228221642405
30989,C*06:30:01:01,-0.8603844392617785,2.1184797001053495
21452,C*06:30:01:01,11.994754492285683,-1.522422281074091
31868,C*06:30:01:01,1.2799025964212918,2.914669835876766
32017,C*06:30:01:01,2.4792828099630895,3.7256365755977017
32974,C*06:30:01:01,2.415238728291314,0.4413952761765568
33142,C*06:30:01:01,1.5371078741218487,-0.04068027938302372
32499,C*06:30:01:01,-1.48815580521599,1.4209198673183383
33065,C*06:30:01:01,4.2885908611277666,-0.07757242795489189
32099,C*06:30:01:01,-0.07511178103149208,1.0727042279158412
30168,C*06:30:01:01,3.0129911257722917,-0.47117519775040373
31846,C*06:30:01:01,-1.969789380310499,7.392001444785405
32579,C*06:30:01:01,1.8466874632637167,-1.3120649961680333
32446,C*06:30:01:01,3.4835783980409536,1.6031650480607316
32113,C*06:30:01:01,4.783571220322475,3.2749918307431143
32410,C*06:30:01:01,1.4259618255131823,7.056950009728029
32848,C*06:30:01:01,-1.6636484422895879,0.3304859934950095
32002,C*06:30:01:01,5.3009699193646185,1.7370077684772207
32405,C*06:30:01:01,1.4016811234041437,-0.7703215530924237
32826,C*06:30:01:01,-0.05093481504763996,3.2090392770191656
32735,C*06:30:01:01,-0.5169912836164389,0.5089772084626227
32829,C*06:30:01:01,3.1170212096347116,3.2154238853467496
21377,C*06:30:01:01,2.2620495304355916,-0.7521240268272775
32188,C*06:30:01:01,0.679682937701903,-1.9390488331090714
32192,C*06:30:01:01,-0.8451828557296898,0.7448766282105079
31729,C*06:30:01:01,-0.37435954080353545,-0.7758956803312325
33238,C*06:30:01:01,1.1378887585122444,1.2177851005441185
31740,C*06:30:01:01,0.8713883142303712,6.103096658280744
34509,C*06:30:01:01,1.4676877897274798,8.306982942180808
31738,C*06:30:01:01,5.241856208245408,4.131670011850639
32150,C*06:30:01:01,-1.9955994648768032,2.5140509182575257
32120,C*06:30:01:01,1.366177719973992,2.4175098159730677
31910,C*06:30:01:01,5.145509151373935,1.9046269503762476
33079,C*06:30:01:01,-3.5130424457245857,-2.609638938135168
34504,C*06:30:01:01,0.5177393394426336,2.2451023518538866
32843,C*06:30:01:01,6.733599995235069,6.9270987178520995
32866,C*06:30:01:01,2.8570693200546087,1.6863157527965869
32000,C*06:30:01:01,3.3604526048784757,-0.5587216333587687
32450,C*06:30:01:01,1.0449472373436344,-0.5141999283914314
32956,C*06:30:01:01,1.144713333719787,-2.865701625721988
644,C*06:30:01:01,1.473309110647297,4.962197867062925
32023,C*06:30:01:01,2.2706669225926217,0.24895630936267238
33250,C*06:30:01:01,-2.2438565921409124,5.660119391568159
31863,C*06:30:01:01,7.224277401741435,1.9259056524671316
32530,C*06:30:01:01,-1.311399001338855,-1.1327889130698607
31790,C*06:30:01:01,0.39874718173069024,0.1659326012107245
32723,C*06:30:01:01,7.104147929356076,-0.67406663101486
32942,C*06:30:01:01,-0.2872918857089839,0.5800341579561995
32852,C*06:30:01:01,2.0856179816065343,5.806449806584242
22625,C*06:30:01:01,-0.9340025161828447,5.106877681866211
34505,C*06:30:01:01,2.005993559366986,1.5166449152461756
