tcr_id,mhc_allele,score_tcr_p,score_tcr_MHC
8gvi,A*24:02:01:01,-0.2512671151464696,0.2172194449372279
22560,A*24:02:01:01,2.8550689654731354,-2.4175886526309327
33315,A*24:02:01:01,-0.6616372155979953,2.4506729009102326
30403,A*24:02:01:01,2.68174905146678,3.7986633377406624
32798,A*24:02:01:01,3.0316460119661195,1.1460451084698042
32596,A*24:02:01:01,0.6804877387969678,3.082306044905975
31902,A*24:02:01:01,3.080719489861107,4.10092404574513
32385,A*24:02:01:01,-0.0042990162151236655,3.5384117715734016
31744,A*24:02:01:01,-1.2900016722855847,-0.5535213393643976
31901,A*24:02:01:01,-0.16591880135921164,2.471014495143284
31741,A*24:02:01:01,2.1063200034349947,1.6000805395336832
31685,A*24:02:01:01,1.4281883193942237,-0.9092879784350878
21392,A*24:02:01:01,3.434800788222704,-4.67101784742784
32442,A*24:02:01:01,-0.04217292347097895,1.0703715040330415
32732,A*24:02:01:01,3.185069021015434,-1.0441742509043719
33316,A*24:02:01:01,-0.8118427245248487,4.16244723171035
33317,A*24:02:01:01,0.5476335657151802,-0.8233538281625745
32435,A*24:02:01:01,-2.1046992970860385,-1.9420378926849189
31937,A*24:02:01:01,2.555313827307103,-1.4785795954290923
32355,A*24:02:01:01,2.331215943594172,0.9295472501132794
31772,A*24:02:01:01,1.556314980103678,-1.970896918149522
31881,A*24:02:01:01,1.9419121420557444,4.144832322354911
30993,A*24:02:01:01,0.3582932850298619,0.7593668169366722
32015,A*24:02:01:01,-0.13442315649270214,-1.752629191089497
30112,A*24:02:01:01,3.672096197377815,-3.938110643627247
21398,A*24:02:01:01,-0.9978773390977427,-2.774297110654095
32719,A*24:02:01:01,1.297690659861445,3.879411616775611
31832,A*24:02:01:01,3.9486381275448235,3.3510300576494587
22574,A*24:02:01:01,-0.8368868417927571,1.224994097427212
32465,A*24:02:01:01,1.9536728934215948,1.514472231375732
32681,A*24:02:01:01,1.6298896097381657,0.34493964528173704
32029,A*24:02:01:01,2.811633708608875,0.08285128900488486
32037,A*24:02:01:01,0.7925685134921661,0.8961362048869551
31989,A*24:02:01:01,0.1980222457827508,-1.3192899477121585
