tcr_id_reference,percentage_lower
6uln,27.753934191702434
4mji,50.35765379113018
7l1d,16.88125894134478
5w1w,31.616595135908444
7rtr,14.449213161659513
7n1e,18.025751072961373
5xov,85.97997138769671
3rgv,23.74821173104435
2vlj,1.859799713876967
5nqk,0.14306151645207438
7qpj,68.24034334763948
7rm4,90.41487839771102
4n5e,43.06151645207439
3e3q,25.321888412017167
3gsn,13.590844062947067
6vrm,32.474964234620884
6tro,78.39771101573677
5e9d,26.75250357653791
6rpa,42.48927038626609
1kj2,63.37625178826896
8wul,26.03719599427754
5brz,41.05865522174535
5euo,1.7167381974248928
5e6i,73.6766809728183
2ypl,67.66809728183118
7n2o,1.5736766809728182
6zkw,74.67811158798283
7n2n,30.61516452074392
6vrn,76.39484978540773
1fo0,1.859799713876967
6rsy,73.10443490701002
6rpb,62.08869814020028
2ak4,0.28612303290414876
5jzi,77.6824034334764
8qfy,21.745350500715308
2jcc,61.51645207439199
3o4l,26.180257510729614
7jwj,63.0901287553648
2esv,21.745350500715308
8enh,30.758226037195996
3d3v,18.31187410586552
8gon,84.54935622317596
3qdm,35.47925608011445
5men,24.034334763948497
7rrg,48.06866952789699
7n4k,28.040057224606578
5tez,99.14163090128756
8cx4,1.0014306151645207
5m02,51.931330472103
2ckb,33.047210300429185
3mv9,44.77825464949928
8i5d,50.35765379113018
7jwi,0.0
5nmf,83.2618025751073
3vxs,59.227467811158796
3sjv,1.5736766809728182
8gvi,13.161659513590845
1bd2,61.23032904148784
4mvb,4.86409155937053
4eup,14.306151645207441
7rk7,23.605150214592275
5c09,13.733905579399142
6tmo,0.8583690987124464
5c08,7.582260371959943
3hg1,48.497854077253216
5wlg,34.19170243204578
6bj3,40.2002861230329
7q99,41.48783977110158
8i5c,31.187410586552218
4jrx,15.879828326180256
6vm8,64.37768240343348
6q3s,20.630372492836678
7nme,86.55221745350501
7n6e,20.600858369098713
6mtm,76.39484978540773
6vm9,64.2346208869814
6vmx,35.908440629470675
6amu,93.99141630901288
3qdj,18.59799713876967
4jry,43.776824034334766
3vxu,73.10443490701002
6bj2,69.67095851216023
5isz,51.78826895565093
4g8g,10.586552217453505
3pwp,11.731044349070102
5sws,4.434907010014307
3ffc,24.034334763948497
7q9b,8.726752503576538
6avf,59.7997138769671
6avg,25.17882689556509
3vxm,71.10157367668097
4qrr,64.2346208869814
2nx5,85.26466380543634
6p64,5.865522174535051
8shi,45.779685264663804
1g6r,26.609442060085836
7phr,20.171673819742487
7byd,33.33333333333333
7dzn,5.436337625178827
4qrp,0.7153075822603719
6rp9,51.359084406294706
7r80,40.343347639484975
6vqo,20.74391988555079
5d2l,0.8583690987124464
6r2l,17.739628040057227
5eu6,99.57081545064378
3tjh,55.93705293276109
3tfk,16.88125894134478
5d2n,85.40772532188842
1mi5,3.5765379113018603
7ndq,68.24034334763948
8dnt,19.742489270386265
5jhd,50.786838340486405
8f5a,43.34763948497854
6l9l,3.5765379113018603
7n2r,71.95994277539342
8d5q,4.86409155937053
7n2s,29.470672389127323
3tpu,53.648068669527895
6uon,85.97997138769671
7ow6,11.587982832618025
7pbe,9.585121602288984
7pb2,41.77396280400572
7n2p,4.721030042918455
3kpr,20.171673819742487
3dxa,85.69384835479255
1nam,25.17882689556509
