tcr_id,percentage_lower
32182,97.13876967095852
32431,26.03719599427754
32977,86.26609442060087
32786,89.69957081545064
5,72.53218884120172
22626,58.798283261802574
32532,28.898426323319025
31004,17.310443490701
32525,47.63948497854077
20861,11.444921316165953
33158,92.274678111588
21372,11.874105865522177
32482,64.09155937052932
32907,27.61087267525036
32088,10.72961373390558
520,46.924177396280406
1648,33.90557939914164
29719,22.031473533619454
32766,42.48927038626609
31333,18.025751072961373
183,91.41630901287554
32149,63.805436337625174
33243,9.15593705293276
30576,87.83977110157367
32214,36.05150214592275
72,60.51502145922747
1011,1.144492131616595
31726,9.15593705293276
32987,69.8140200286123
32159,89.4134477825465
