tcr_id,percentage_lower
32592,8.011444921316166
32357,1.2875536480686696
32340,47.21030042918455
30556,49.64234620886982
30998,47.06723891273247
32584,69.8140200286123
53,20.171673819742487
21463,4.434907010014307
32146,87.1244635193133
32811,94.4206008583691
1190,31.330472103004293
32686,0.7153075822603719
31774,83.40486409155938
32486,52.36051502145923
21367,1.0014306151645207
32090,77.6824034334764
32091,40.2002861230329
33341,68.24034334763948
31791,53.36194563662375
21390,97.7110157367668
29733,46.20886981402003
32449,44.92131616595136
1072,1.5736766809728182
723,26.46638054363376
32299,74.2489270386266
31736,66.09442060085837
1161,25.321888412017167
32210,16.30901287553648
2685,26.895565092989987
32367,74.39198855507868
