tcr_id_reference,percentage_lower
6avf,39.48497854077253
3vxm,64.94992846924177
6avg,17.453505007153076
4g8g,1.5736766809728182
7q9b,3.290414878397711
5sws,9.44206008583691
3pwp,3.4334763948497855
7phr,4.721030042918455
1g6r,5.865522174535051
7dzn,1.7167381974248928
7byd,36.33762517882689
2nx5,84.4062947067239
6p64,2.7181688125894135
5d2n,57.79685264663805
3tjh,42.20314735336195
3tfk,10.014306151645208
6l9l,2.575107296137339
5jhd,64.2346208869814
7ndq,77.82546494992847
6vqo,6.008583690987124
7r80,34.0486409155937
6rp9,8.011444921316166
6r2l,3.290414878397711
5d2l,0.14306151645207438
7pbe,0.7153075822603719
7ow6,4.148783977110158
6uon,74.96423462088698
3dxa,65.52217453505007
1nam,41.77396280400572
3kpr,3.1473533619456364
7pb2,11.444921316165951
7n2p,0.14306151645207438
7n2r,74.96423462088698
3tpu,11.874105865522175
8d5q,2.7181688125894135
7n2s,41.201716738197426
7rtr,10.72961373390558
5xov,63.0901287553648
5nqk,0.0
3rgv,6.294706723891273
7l1d,5.293276108726753
6uln,9.012875536480687
4mji,44.77825464949928
5w1w,25.464949928469245
7n2o,0.14306151645207438
6zkw,17.8826895565093
5e6i,76.82403433476395
2ypl,91.70243204577969
5brz,3.862660944206009
5euo,6.723891273247497
6rsy,30.042918454935624
6rpb,13.01859799713877
1fo0,0.4291845493562232
7n2n,26.46638054363376
4n5e,18.59799713876967
7rm4,90.12875536480686
1kj2,49.49928469241774
6rpa,67.66809728183118
5e9d,19.170243204577968
6tro,87.1244635193133
3e3q,25.035765379113016
3gsn,2.432045779685265
6vrm,52.64663805436338
5men,20.74391988555079
8gon,75.9656652360515
3qdm,16.88125894134478
8enh,4.57796852646638
3d3v,21.17310443490701
7jwi,0.0
5nmf,18.4549356223176
8i5d,7.439198855507868
8cx4,1.2875536480686696
5m02,53.50500715307582
2ckb,1.2875536480686696
7rrg,26.180257510729614
7n4k,21.17310443490701
5jzi,59.513590844062946
2ak4,0.0
7jwj,37.48211731044349
2esv,6.437768240343347
8qfy,3.004291845493562
2jcc,10.300429184549357
6vm8,4.434907010014307
6q3s,0.42979942693409745
8i5c,8.011444921316166
4jrx,23.032904148783977
6bj3,40.2002861230329
5wlg,9.15593705293276
7q99,30.32904148783977
6bj2,35.908440629470675
3qdj,6.866952789699571
6mtm,84.54935622317596
6vm9,6.723891273247497
6vmx,6.723891273247497
6amu,67.0958512160229
7nme,3.4334763948497855
7n6e,28.469241773962807
6tmo,0.14306151645207438
4eup,30.185979971387695
7rk7,10.300429184549357
5c09,3.1473533619456364
4mvb,2.0028612303290414
8gvi,3.4334763948497855
3sjv,0.28612303290414876
1bd2,38.197424892703864
3hg1,18.741058655221746
5c08,1.4306151645207439
