tcr_id,percentage_lower
16785,22.317596566523605
7081,54.7925608011445
10134,71.38769670958513
30743,66.95278969957081
33664,93.41917024320458
13013,3.862660944206009
12902,19.599427753934194
17098,59.7997138769671
17611,43.490701001430615
3130,12.160228898426324
6472,15.164520743919883
317,14.020028612303287
10785,92.7038626609442
4102,65.52217453505007
29510,51.072961373390555
15766,18.168812589413445
1333,84.54935622317596
9587,21.31616595135909
12984,33.47639484978541
28831,96.85264663805437
9598,88.55507868383404
6641,51.931330472103
15381,42.63233190271817
9701,20.88698140200286
9850,47.06723891273247
28885,17.59656652360515
1216,52.5035765379113
21286,61.08726752503576
17130,45.63662374821173
17469,49.35622317596567
