tcr_id,percentage_lower
404,51.359084406294706
15304,28.61230329041488
5131,33.61945636623748
3753,33.33333333333333
14142,13.590844062947069
29000,69.38483547925608
10778,17.8826895565093
5583,45.35050071530758
14668,30.185979971387695
13891,56.79542203147353
3522,93.27610872675253
21174,33.61945636623748
18525,41.48783977110158
16456,32.904148783977114
26768,41.48783977110158
10556,90.70100143061516
15386,69.95708154506438
889,65.52217453505007
11900,85.40772532188842
33394,75.67954220314735
7638,1.430615164520744
1932,12.446351931330472
5605,34.19170243204578
14289,52.5035765379113
5405,69.95708154506438
1174,6.723891273247497
65,9.871244635193133
1205,42.91845493562232
18773,14.449213161659513
13035,45.35050071530758
