tcr_id,percentage
6200,67.1919770773639
7650,38.25214899713467
15461,14.469914040114611
22568,31.94842406876791
13602,72.49283667621776
16785,18.624641833810887
404,37.67908309455588
15059,54.58452722063038
7081,72.34957020057307
10134,80.80229226361033
7080,70.91690544412607
4990,17.335243553008596
30743,68.62464183381088
16828,56.59025787965616
2932,84.9570200573066
33664,88.82521489971347
13013,7.736389684813753
15304,38.108882521489974
31477,28.36676217765043
20036,67.90830945558739
5131,30.229226361031518
15311,64.18338108882521
19259,82.52148997134671
3391,80.65902578796562
26683,99.42693409742121
3791,78.22349570200574
12268,84.9570200573066
23512,41.977077363896846
12902,20.773638968481375
1385,3.4383954154727796
33264,36.10315186246418
3753,41.977077363896846
14142,20.20057306590258
18817,89.39828080229226
32967,24.498567335243553
17098,68.33810888252148
26045,99.14040114613181
33460,41.117478510028654
8610,93.26647564469914
29000,64.04011461318052
29772,56.73352435530086
6370,19.340974212034386
14380,97.99426934097421
366,3.5816618911174785
19288,21.48997134670487
17514,48.42406876790831
3368,56.30372492836676
10778,35.38681948424069
5583,54.72779369627507
16686,66.6189111747851
14668,40.97421203438395
13891,59.598853868194844
12225,52.865329512893986
17611,56.73352435530086
6128,59.02578796561605
33567,66.189111747851
3130,16.6189111747851
14245,72.63610315186246
6472,10.458452722063036
3522,95.12893982808023
5152,48.853868194842406
317,16.6189111747851
16928,82.6647564469914
21174,24.212034383954155
10785,91.69054441260745
11316,67.76504297994269
11460,18.911174785100286
4102,61.74785100286533
29510,43.26647564469914
7796,24.641833810888254
15766,5.730659025787966
22108,11.031518624641834
23564,97.42120343839542
18525,25.931232091690543
7146,17.621776504297994
16483,32.5214899713467
16456,35.53008595988539
26768,60.02865329512894
1131,45.12893982808023
1333,90.97421203438395
17601,89.11174785100286
9587,15.472779369627506
10556,85.38681948424069
15386,75.64469914040114
18715,35.53008595988539
12984,30.802292263610315
5818,76.93409742120345
12947,90.54441260744986
21433,1.146131805157593
889,52.14899713467048
6684,24.92836676217765
33156,80.65902578796562
19032,92.12034383954155
24789,28.796561604584525
28831,96.70487106017191
10160,38.108882521489974
33752,68.62464183381088
11900,83.3810888252149
3112,96.70487106017191
12366,26.64756446991404
33394,80.37249283667622
19970,56.73352435530086
7638,8.022922636103152
1932,14.613180515759314
9598,94.84240687679083
7204,45.845272206303726
5605,63.467048710601716
4527,0.8595988538681949
6641,47.70773638968481
15381,61.46131805157593
8081,45.41547277936962
14289,60.458452722063036
15183,44.69914040114613
5216,5.587392550143266
2627,55.30085959885387
18275,89.11174785100286
23591,6.017191977077363
8647,89.54154727793696
5405,82.9512893982808
28942,21.776504297994272
4486,66.189111747851
12105,74.92836676217765
12850,38.96848137535817
2655,81.80515759312321
9701,24.641833810888254
23859,1.002865329512894
9850,30.802292263610315
25972,29.22636103151863
10936,13.03724928366762
22012,66.04584527220631
28885,34.240687679083095
7908,73.78223495702005
1174,2.865329512893983
13147,24.641833810888254
31292,66.6189111747851
1216,49.570200573065904
3940,4.154727793696275
12089,74.92836676217765
18942,1.146131805157593
21286,69.34097421203438
65,28.08022922636103
1205,47.56446991404012
18773,18.76790830945559
32617,17.478510028653297
17130,45.12893982808023
11541,82.52148997134671
15068,89.82808022922636
353,61.03151862464183
17469,57.73638968481375
13035,33.810888252149
