tcr_id_reference,percentage_lower
3qfj,0.0
3vxm,95.83333333333334
5c0b,0.0
6avf,17.097701149425287
6vm7,0.7183908045977011
6vmc,0.0
6eqb,12.643678160919542
2vlr,0.43103448275862066
8f5a,93.39080459770115
6zky,83.33333333333334
5bs0,1.5804597701149428
6rsy,31.321839080459768
7n2o,13.649425287356323
5euo,1.1494252873563218
6rpa,41.66666666666667
6tro,4.885057471264368
6vrm,63.36206896551724
7qpj,0.28735632183908044
7n1e,65.08620689655173
2p5e,0.0
5xot,0.0
7n1f,25.43103448275862
7l1d,15.660919540229884
6uln,1.8678160919540232
7nme,0.0
4jrx,0.0
7q99,64.22413793103449
5c08,0.0
1qse,0.0
5c09,0.0
5yxn,82.75862068965517
1bd2,31.752873563218394
8gvi,0.0
3mv9,0.0
3mv8,0.0
8eo8,0.8620689655172413
5jzi,5.890804597701149
