pdb_id,percentage_lower
22560,10.0
33315,23.333333333333332
30403,20.0
32798,0.0
32596,80.0
31902,93.33333333333333
32385,3.3333333333333335
31744,20.0
31901,76.66666666666667
31741,76.66666666666667
31685,10.0
21392,80.0
32442,60.0
32732,20.0
33316,6.666666666666667
33317,0.0
32435,0.0
31937,33.33333333333333
32355,16.666666666666664
31772,3.3333333333333335
31881,63.33333333333333
30993,26.666666666666668
32015,3.3333333333333335
30112,13.333333333333334
21398,33.33333333333333
32719,93.33333333333333
31832,60.0
22574,26.666666666666668
32465,66.66666666666666
32681,80.0
32029,86.66666666666667
32037,93.33333333333333
31989,3.3333333333333335
32096,33.33333333333333
34497,33.33333333333333
33027,90.0
32970,13.333333333333334
32272,3.3333333333333335
32217,36.666666666666664
31762,10.0
31967,80.0
856,63.33333333333333
32239,66.66666666666666
32887,66.66666666666666
32854,3.3333333333333335
1026,0.0
22575,30.0
33242,23.333333333333332
31922,56.666666666666664
1128,56.666666666666664
32597,80.0
85,20.0
29737,16.666666666666664
31857,96.66666666666667
32594,0.0
32126,40.0
21671,10.0
32483,70.0
8897,73.33333333333333
4716,93.33333333333333
32398,76.66666666666667
31970,56.666666666666664
21960,76.66666666666667
32052,0.0
31567,33.33333333333333
32415,63.33333333333333
71,60.0
1014,93.33333333333333
182,6.666666666666667
31783,36.666666666666664
31782,40.0
32734,83.33333333333334
31803,90.0
31745,60.0
31785,80.0
30154,66.66666666666666
32505,53.333333333333336
32191,96.66666666666667
21451,13.333333333333334
30076,0.0
21438,90.0
32025,50.0
34530,73.33333333333333
15334,3.3333333333333335
31877,6.666666666666667
32784,53.333333333333336
32773,56.666666666666664
34532,66.66666666666666
21439,0.0
31789,13.333333333333334
21469,6.666666666666667
29729,60.0
32772,73.33333333333333
32673,50.0
30996,93.33333333333333
302,43.333333333333336
34528,6.666666666666667
33073,86.66666666666667
32497,93.33333333333333
32019,83.33333333333334
31851,83.33333333333334
31900,0.0
31800,43.333333333333336
32838,0.0
31875,46.666666666666664
31930,73.33333333333333
1294,66.66666666666666
31820,73.33333333333333
32715,6.666666666666667
32714,96.66666666666667
32086,73.33333333333333
32169,3.3333333333333335
32809,50.0
32806,66.66666666666666
32005,33.33333333333333
32943,36.666666666666664
31886,6.666666666666667
29734,66.66666666666666
32325,10.0
31823,0.0
31950,0.0
31915,33.33333333333333
32135,13.333333333333334
31821,3.3333333333333335
32353,3.3333333333333335
32989,13.333333333333334
31956,10.0
32076,63.33333333333333
32177,83.33333333333334
32057,90.0
32997,43.333333333333336
32851,86.66666666666667
1274,0.0
32100,43.333333333333336
32360,86.66666666666667
32468,26.666666666666668
29727,86.66666666666667
32087,76.66666666666667
32216,16.666666666666664
32221,36.666666666666664
32219,3.3333333333333335
31979,46.666666666666664
33039,40.0
30989,73.33333333333333
21452,0.0
31868,90.0
32017,96.66666666666667
32974,90.0
33142,40.0
32499,43.333333333333336
33065,36.666666666666664
32099,73.33333333333333
30168,60.0
31846,63.33333333333333
32579,3.3333333333333335
32446,13.333333333333334
32113,3.3333333333333335
32410,36.666666666666664
32848,83.33333333333334
32002,73.33333333333333
32405,96.66666666666667
32826,43.333333333333336
32735,0.0
32829,20.0
21377,23.333333333333332
32188,3.3333333333333335
32192,93.33333333333333
31729,60.0
33238,66.66666666666666
31740,13.333333333333334
34509,0.0
31738,36.666666666666664
32150,96.66666666666667
32120,60.0
31910,86.66666666666667
33079,26.666666666666668
34504,76.66666666666667
32843,50.0
32866,20.0
32000,20.0
32450,40.0
32956,80.0
644,66.66666666666666
32023,86.66666666666667
33894,76.66666666666667
33250,23.333333333333332
31863,26.666666666666668
32530,26.666666666666668
31790,83.33333333333334
32723,0.0
32942,30.0
32852,60.0
22625,56.666666666666664
34505,0.0
21447,26.666666666666668
32038,50.0
32729,23.333333333333332
32314,96.66666666666667
786,26.666666666666668
32520,43.333333333333336
32888,6.666666666666667
33135,6.666666666666667
31776,0.0
31701,53.333333333333336
31927,20.0
33333,93.33333333333333
31839,76.66666666666667
31595,63.33333333333333
31936,3.3333333333333335
5867,63.33333333333333
32333,80.0
33074,93.33333333333333
32230,40.0
32364,16.666666666666664
1445,16.666666666666664
32944,0.0
32721,40.0
32250,36.666666666666664
32237,56.666666666666664
32226,56.666666666666664
31973,73.33333333333333
31991,96.66666666666667
31968,76.66666666666667
32148,36.666666666666664
32035,43.333333333333336
32189,6.666666666666667
32366,26.666666666666668
32642,90.0
33085,80.0
31987,73.33333333333333
32840,20.0
1012,80.0
21441,10.0
31773,0.0
31704,46.666666666666664
31753,20.0
32771,3.3333333333333335
32824,63.33333333333333
31898,93.33333333333333
30994,10.0
31784,0.0
31802,93.33333333333333
32118,90.0
21408,50.0
32769,23.333333333333332
1009,93.33333333333333
31889,3.3333333333333335
31879,10.0
32103,46.666666666666664
31916,33.33333333333333
31982,0.0
32348,76.66666666666667
32614,76.66666666666667
33052,86.66666666666667
32918,56.666666666666664
32940,93.33333333333333
20942,53.333333333333336
32403,3.3333333333333335
34546,26.666666666666668
32151,33.33333333333333
29738,36.666666666666664
991,83.33333333333334
32569,56.666666666666664
32470,76.66666666666667
31822,13.333333333333334
21385,83.33333333333334
32176,96.66666666666667
32408,23.333333333333332
32228,46.666666666666664
32251,73.33333333333333
32257,66.66666666666666
32196,33.33333333333333
31712,0.0
32207,46.666666666666664
32234,56.666666666666664
30984,76.66666666666667
31841,3.3333333333333335
31844,33.33333333333333
32964,80.0
519,63.33333333333333
31894,3.3333333333333335
31855,6.666666666666667
172,20.0
1967,73.33333333333333
18798,86.66666666666667
32140,0.0
21375,96.66666666666667
1525,46.666666666666664
32767,63.33333333333333
32813,10.0
33094,10.0
32859,80.0
21440,33.33333333333333
31705,53.333333333333336
31754,0.0
31816,90.0
32528,6.666666666666667
32789,60.0
32765,66.66666666666666
32950,13.333333333333334
31835,66.66666666666666
1086,6.666666666666667
31779,70.0
32688,3.3333333333333335
32062,23.333333333333332
32790,30.0
30985,6.666666666666667
33314,10.0
31833,53.333333333333336
32679,0.0
32071,0.0
32115,36.666666666666664
31724,70.0
32117,46.666666666666664
31946,0.0
25739,10.0
30095,20.0
31985,40.0
34330,33.33333333333333
31955,53.333333333333336
32060,26.666666666666668
32034,90.0
32043,90.0
32064,33.33333333333333
32892,13.333333333333334
31749,70.0
32979,50.0
32982,86.66666666666667
32275,26.666666666666668
32849,6.666666666666667
32218,33.33333333333333
31757,36.666666666666664
30995,36.666666666666664
33040,0.0
25965,86.66666666666667
32227,63.33333333333333
31981,3.3333333333333335
32577,90.0
31829,13.333333333333334
32054,90.0
32049,66.66666666666666
32048,43.333333333333336
31737,83.33333333333334
32831,63.33333333333333
30080,90.0
32312,73.33333333333333
32033,93.33333333333333
32021,46.666666666666664
32582,0.0
31756,80.0
32908,93.33333333333333
31929,66.66666666666666
32391,86.66666666666667
32870,66.66666666666666
32750,83.33333333333334
32742,3.3333333333333335
21383,6.666666666666667
32665,83.33333333333334
32636,23.333333333333332
32634,56.666666666666664
21446,30.0
28804,73.33333333333333
32511,96.66666666666667
32512,23.333333333333332
33028,13.333333333333334
31002,3.3333333333333335
1552,63.33333333333333
31986,83.33333333333334
34531,26.666666666666668
32084,23.333333333333332
21384,96.66666666666667
32404,26.666666666666668
31935,13.333333333333334
300,56.666666666666664
31850,53.333333333333336
32502,0.0
32006,43.333333333333336
32246,33.33333333333333
32213,93.33333333333333
32201,83.33333333333334
34520,36.666666666666664
30990,20.0
32129,10.0
31874,90.0
32046,0.0
33255,83.33333333333334
34481,16.666666666666664
31836,96.66666666666667
32032,93.33333333333333
32762,63.33333333333333
32612,66.66666666666666
31861,80.0
32001,76.66666666666667
22576,23.333333333333332
33055,0.0
32310,0.0
32356,0.0
31891,90.0
32513,56.666666666666664
31732,66.66666666666666
31810,46.666666666666664
32211,30.0
30090,10.0
32975,86.66666666666667
32051,3.3333333333333335
32976,76.66666666666667
31849,83.33333333333334
31867,66.66666666666666
32028,46.666666666666664
30144,46.666666666666664
34357,50.0
32669,0.0
31734,63.33333333333333
32455,83.33333333333334
32185,63.33333333333333
30088,0.0
32040,76.66666666666667
31775,20.0
30246,13.333333333333334
32053,80.0
32632,80.0
32876,93.33333333333333
32629,80.0
30077,63.33333333333333
30116,26.666666666666668
32110,0.0
21381,6.666666666666667
32812,80.0
32170,16.666666666666664
32477,73.33333333333333
22728,83.33333333333334
32008,93.33333333333333
4477,26.666666666666668
29730,60.0
31751,10.0
32439,80.0
32867,96.66666666666667
1702,96.66666666666667
28890,56.666666666666664
1030,50.0
31972,46.666666666666664
703,43.333333333333336
32778,30.0
30997,43.333333333333336
32903,43.333333333333336
1047,36.666666666666664
31847,13.333333333333334
31921,63.33333333333333
31708,36.666666666666664
31873,23.333333333333332
22566,0.0
32837,6.666666666666667
33070,43.333333333333336
32845,0.0
33332,60.0
758,43.333333333333336
30977,33.33333333333333
32986,26.666666666666668
31780,20.0
31770,3.3333333333333335
33282,86.66666666666667
1063,80.0
32105,76.66666666666667
32821,0.0
32407,16.666666666666664
34346,50.0
32224,96.66666666666667
7869,63.33333333333333
22634,60.0
22486,50.0
31871,13.333333333333334
32276,53.333333333333336
22565,83.33333333333334
32223,60.0
32209,3.3333333333333335
32521,53.333333333333336
31906,3.3333333333333335
1632,0.0
30091,20.0
21449,13.333333333333334
34507,40.0
33129,0.0
32868,40.0
31534,36.666666666666664
32156,86.66666666666667
32973,96.66666666666667
32666,10.0
32968,80.0
31963,66.66666666666666
4045,13.333333333333334
1052,6.666666666666667
32371,43.333333333333336
32206,60.0
32412,56.666666666666664
31948,70.0
32395,0.0
32125,90.0
33061,10.0
31980,70.0
19556,70.0
34325,0.0
32127,10.0
32083,0.0
32621,0.0
31827,20.0
32905,70.0
32776,40.0
32203,36.666666666666664
32245,80.0
33021,36.666666666666664
21533,40.0
31971,23.333333333333332
32324,73.33333333333333
34490,0.0
32856,56.666666666666664
32631,50.0
32285,0.0
32591,70.0
32077,56.666666666666664
31965,66.66666666666666
32834,70.0
31819,90.0
32938,93.33333333333333
32998,23.333333333333332
31739,46.666666666666664
32303,90.0
32282,90.0
29732,46.666666666666664
30078,26.666666666666668
32519,3.3333333333333335
31854,6.666666666666667
32321,66.66666666666666
32846,10.0
30988,43.333333333333336
33069,73.33333333333333
32121,86.66666666666667
31878,0.0
32825,26.666666666666668
31883,73.33333333333333
31938,40.0
32423,3.3333333333333335
31993,30.0
31840,56.666666666666664
34533,83.33333333333334
31899,0.0
32668,83.33333333333334
29718,0.0
29731,30.0
31843,20.0
32427,30.0
34340,33.33333333333333
32233,76.66666666666667
32229,36.666666666666664
33034,56.666666666666664
5459,56.666666666666664
32058,23.333333333333332
32138,43.333333333333336
32304,36.666666666666664
32287,96.66666666666667
32294,83.33333333333334
33144,53.333333333333336
32193,93.33333333333333
28822,96.66666666666667
32820,96.66666666666667
31924,0.0
32460,30.0
32042,30.0
32807,80.0
32067,0.0
32707,83.33333333333334
31799,56.666666666666664
