tcr_id_reference,percentage_lower
2p5w,0.0
4ftv,3.3045977011494254
7n2o,1.0057471264367817
5xot,2.0114942528735633
4prh,0.14367816091954022
5hho,0.8620689655172413
2vlk,1.293103448275862
7nmf,0.0
4l3e,1.7241379310344827
1bd2,49.2816091954023
1ao7,0.5747126436781609
7rk7,52.1551724137931
6amu,88.36206896551724
3qdj,5.172413793103448
7q99,24.856321839080458
6dkp,2.442528735632184
3o4l,7.758620689655173
2esv,17.81609195402299
3vxs,37.212643678160916
5nmg,48.706896551724135
3mv8,0.0
4qrr,51.14942528735632
8shi,10.919540229885058
3d39,0.0
3qeq,41.235632183908045
4jff,6.896551724137931
4g8g,13.36206896551724
4jfd,20.545977011494255
6avf,60.775862068965516
2f54,23.309352517985612
7ow5,87.5
7ndu,16.522988505747126
3kpr,12.931034482758621
5nht,0.0
6vqo,2.8735632183908044
8f5a,10.057471264367816
5bs0,16.954022988505745
