tcr_id_reference,percentage_lower
10310,7.0100143061516444
10476,21.745350500715308
20402,89.55650929899856
10073,46.20886981402003
16416,33.190271816881264
1572,94.13447782546494
9066,57.08154506437768
34502,24.320457796852647
33047,53.0758226037196
384,3.5765379113018603
1216,44.34907010014306
22772,54.64949928469242
15068,59.084406294706724
7289,42.77539341917024
9713,32.761087267525035
11752,63.23319027181689
12850,56.22317596566524
10048,94.13447782546494
19737,26.46638054363376
3363,99.4277539341917
12299,89.12732474964234
18944,15.450643776824036
16957,64.2346208869814
29351,67.81115879828327
3605,25.321888412017167
19357,47.63948497854077
6096,5.007153075822604
9367,23.462088698140203
911,48.21173104434907
10414,96.85264663805437
23021,0.5722460658082975
32890,17.8826895565093
12639,51.931330472103
14077,10.586552217453505
20259,6.008583690987124
17803,51.359084406294706
876,88.98426323319028
11902,27.753934191702434
15580,14.020028612303289
16894,56.22317596566524
15147,5.7224606580829755
13523,80.68669527896995
4453,30.61516452074392
18700,58.22603719599427
29244,90.41487839771102
10174,40.629470672389125
11530,17.59656652360515
18104,14.163090128755366
3114,24.892703862660944
19971,84.54935622317596
12603,92.13161659513591
12372,36.62374821173104
2814,65.379113018598
3511,10.72961373390558
8515,86.12303290414879
9637,51.359084406294706
15376,70.52932761087267
15821,76.39484978540773
17987,34.19170243204578
17992,18.31187410586552
13089,19.88555078683834
10768,18.025751072961373
2172,11.301859799713878
33210,51.072961373390555
13301,66.38054363376253
11923,42.34620886981402
16057,53.648068669527895
4894,50.35765379113018
8738,44.20600858369099
5787,9.15593705293276
32243,82.40343347639485
11317,33.190271816881264
19038,95.27896995708154
12384,52.07439198855508
32691,79.39914163090128
17388,73.10443490701002
33558,70.81545064377683
6177,19.88555078683834
14355,24.177396280400572
15842,77.6824034334764
14234,74.8211731044349
17067,54.64949928469242
31513,9.72818311874106
32434,31.187410586552218
15706,54.506437768240346
10291,35.1931330472103
206,26.75250357653791
17703,55.07868383404863
7492,81.68812589413447
13799,77.53934191702432
31538,61.23032904148784
5326,24.892703862660944
12454,65.379113018598
5083,4.148783977110158
7694,19.88555078683834
7497,65.95135908440629
22757,46.924177396280406
1812,99.57081545064378
17665,91.13018597997139
20546,88.55507868383404
16976,1.4306151645207439
20426,74.96423462088698
12866,27.61087267525036
1783,12.732474964234623
11407,94.13447782546494
14225,51.50214592274678
9334,81.68812589413447
21088,97.42489270386267
13833,0.7153075822603719
