tcr_id_reference,percentage_lower
12268,77.74524158125915
26683,92.09370424597365
520,39.97071742313324
23512,73.79209370424597
21463,43.04538799414349
31880,1.903367496339678
5,82.43045387994144
9701,47.87701317715959
2655,68.66764275256223
18817,94.43631039531479
32967,75.69546120058565
17098,65.59297218155197
32350,83.30893118594437
32436,62.51830161054173
1016,41.142020497803806
723,31.039531478770133
12902,16.691068814055637
72,17.71595900439239
32146,62.51830161054173
33264,80.38067349926794
14142,13.616398243045388
32811,59.150805270863835
1216,19.1800878477306
33064,30.89311859443631
29772,80.38067349926794
21448,70.5710102489019
29000,41.142020497803806
32346,83.601756954612
1174,6.149341142020498
7908,0.29282576866764276
33460,2.9282576866764276
26045,97.65739385065886
19288,86.67642752562226
17514,57.10102489019033
1161,66.76427525622255
32421,52.85505124450952
14380,18.740849194729137
22626,53.733528550512446
65,10.248901903367496
32145,89.16544655929722
9850,60.76134699853587
32182,69.8389458272328
13602,0.14641288433382138
16785,10.54172767203514
15059,31.332357247437777
32357,87.70131771595901
33049,29.575402635431917
32431,21.522693997071745
1011,3.953147877013177
33075,85.06588579795023
32592,37.042459736456806
2685,7.027818448023426
15461,57.68667642752562
22568,15.080527086383603
16828,65.15373352855052
32785,31.18594436310395
889,93.41142020497803
32222,69.54612005856515
3940,14.202049780380674
32418,16.691068814055637
1010,36.01756954612006
10134,5.563689604685212
30743,46.99853587115666
31477,34.11420204978038
31852,61.20058565153733
32340,95.60761346998537
20036,30.01464128843338
1199,24.743777452415813
33664,28.69692532942899
32977,93.55783308931186
13013,70.27818448023426
15304,90.3367496339678
32036,26.939970717423133
33472,54.31918008784773
19259,99.41434846266472
15311,83.74816983894583
32786,85.35871156661786
32584,31.478770131771594
30556,57.540263543191806
32382,42.89897510980966
1205,66.91068814055637
30998,65.15373352855052
1276,80.67349926793558
29510,18.740849194729137
15766,34.99267935578331
21372,27.232796486090777
11460,5.417276720351391
6684,0.43923865300146414
32508,63.83601756954612
33158,89.45827232796486
32737,34.69985358711566
5818,80.08784773060029
16483,11.566617862371888
23564,62.079062957540266
22108,9.66325036603221
21367,23.2796486090776
32482,72.32796486090776
18525,76.86676427525623
32680,22.840409956076137
30081,8.49194729136164
7638,19.619326500732065
33013,82.57686676427525
3112,72.47437774524158
16456,43.77745241581259
31994,9.66325036603221
32090,40.26354319180088
26768,44.65592972181552
353,46.705710102489014
10556,91.50805270863836
32091,16.544655929721817
32907,61.05417276720352
17601,62.51830161054173
12225,0.43923865300146414
13891,17.71595900439239
14668,98.38945827232797
17611,32.357247437774525
8081,18.155197657393852
29728,31.478770131771594
1072,61.639824304538806
32308,44.21669106881406
10778,82.43045387994144
32240,30.89311859443631
6641,40.55636896046852
32532,68.22840409956076
1648,61.93265007320644
32724,86.53001464128843
16686,28.69692532942899
5605,75.40263543191801
32725,39.38506588579795
4527,0.43923865300146414
