tcr_id,mhc_allele,score_tcr_p,score_tcr_MHC
28807,B*40:01:01:01,3.691099957611632,-1.425773715978969
22560,B*40:01:01:01,-0.004480497182127008,-1.6719800878760696
33315,B*40:01:01:01,-0.28742096678769435,-0.12179885070657352
30403,B*40:01:01:01,-1.451200692786549,2.678674508537538
32798,B*40:01:01:01,-0.4386880745269933,-1.640086287261976
32596,B*40:01:01:01,0.2720870537036152,-1.9819335651281715
31902,B*40:01:01:01,2.7394218992104338,4.253342029144995
32385,B*40:01:01:01,1.4817943705151073,2.8558128244774017
31744,B*40:01:01:01,-0.7961985725535147,-1.2328294501507524
31901,B*40:01:01:01,0.8145727519215468,-2.1261102838785813
31741,B*40:01:01:01,3.621976533473423,2.917631360930784
31685,B*40:01:01:01,-0.06054523598990191,0.7940290303884006
21392,B*40:01:01:01,1.1677491033708853,-4.765777157782135
32442,B*40:01:01:01,-1.261264400201118,2.461607713584054
32732,B*40:01:01:01,0.1711430789267114,-2.376849668538613
33316,B*40:01:01:01,2.9034319274795575,4.116221399750511
33317,B*40:01:01:01,-0.14060063839770687,0.7074619063534837
32435,B*40:01:01:01,3.3417001770236956,-0.8229170731432407
31937,B*40:01:01:01,2.7604939553426022,0.31931358617428174
32355,B*40:01:01:01,1.4662903041665376,-0.4999538662212928
31772,B*40:01:01:01,-1.3257548683228149,-1.6319479994112909
31881,B*40:01:01:01,-0.9394644964751364,1.1029912659714343
30993,B*40:01:01:01,1.3333355589754854,0.382557036129487
32015,B*40:01:01:01,-0.11737995576735055,-0.8495354718873338
30112,B*40:01:01:01,1.5538484735224025,-4.403334730541687
21398,B*40:01:01:01,2.0086390226289734,-3.973467157683752
32719,B*40:01:01:01,0.9184656239285431,1.8881632069221117
31832,B*40:01:01:01,1.2430608082923442,1.7843736871838418
22574,B*40:01:01:01,0.9847075725545169,3.4978660544917477
32465,B*40:01:01:01,1.4301405307933401,2.282508590320724
32681,B*40:01:01:01,-1.2379624104527185,-4.335392701876307
32029,B*40:01:01:01,6.027892655902576,0.352256507921725
32037,B*40:01:01:01,2.728053373809623,-3.5195210389459515
31989,B*40:01:01:01,2.0166074164336054,0.2570555553508356
32096,B*40:01:01:01,0.2867956294235649,-4.707918180315318
34497,B*40:01:01:01,-2.2377349134313693,-0.8321120093616767
33027,B*40:01:01:01,-0.5063241379359023,-2.0971681072516573
32970,B*40:01:01:01,1.0556557369079957,2.005091356073306
32272,B*40:01:01:01,-2.3579854704993903,4.196386402635354
32217,B*40:01:01:01,2.1434402554026093,-2.6165545106178296
31762,B*40:01:01:01,3.2324105235593272,-1.4537983753077475
31967,B*40:01:01:01,1.012235080346374,-0.9845944371772496
856,B*40:01:01:01,2.3865963043660035,-1.9858676915754232
32239,B*40:01:01:01,2.550932248396795,1.9733750133063275
32887,B*40:01:01:01,-0.3238098419238434,1.666979847417695
32854,B*40:01:01:01,0.05619777003735413,1.9872230751706117
1026,B*40:01:01:01,-0.2283732632932527,-0.3908981662856301
22575,B*40:01:01:01,0.4342996378418953,2.9989016987924995
33242,B*40:01:01:01,-0.8310154802272558,5.162737828845712
31922,B*40:01:01:01,2.2398808782860447,-4.709710499238147
1128,B*40:01:01:01,-1.9064043415997514,0.6813310561533553
32597,B*40:01:01:01,-0.41308109368678025,0.2543942353709199
85,B*40:01:01:01,0.1441388462919302,-3.335833402864104
29737,B*40:01:01:01,3.026444495433572,0.2666769504876735
31857,B*40:01:01:01,-0.12955942965620262,1.8916250343086454
32594,B*40:01:01:01,0.1508268831656734,-2.62349773950985
32126,B*40:01:01:01,3.3377897112670483,0.45751800966455425
21671,B*40:01:01:01,-0.7442626710344284,0.872644556946885
32483,B*40:01:01:01,0.08689625100098328,2.5547257481543064
8897,B*40:01:01:01,3.7769378244342557,2.3424633372192663
4716,B*40:01:01:01,3.244921494161218,0.165537147918556
32398,B*40:01:01:01,-1.0594896356233636,3.2677165858834236
31970,B*40:01:01:01,0.16098568557390466,1.5030908848710973
21960,B*40:01:01:01,3.968632911869067,10.644162859441934
32052,B*40:01:01:01,0.4972070624595029,1.9567634201682282
31567,B*40:01:01:01,1.4032405985419585,0.34551297125927005
32415,B*40:01:01:01,4.300768677825818,2.020696374925052
71,B*40:01:01:01,1.6394480221555379,-0.34385957787970467
1014,B*40:01:01:01,0.2250590868012573,-1.4644115113977607
182,B*40:01:01:01,0.32358582233527167,0.9892992156221238
31783,B*40:01:01:01,0.1458295535119605,1.308162725439311
31782,B*40:01:01:01,0.07362776017319622,0.0908202798652742
32734,B*40:01:01:01,-0.7613972804364472,-3.546762706720764
31803,B*40:01:01:01,0.899514290477746,1.2480325428108303
