tcr_id,percentage
1190,64.46991404011462
1184,52.57879656160458
32486,10.744985673352435
31004,8.595988538681947
33149,87.67908309455588
32525,51.43266475644699
20861,3.0085959885386817
21410,17.478510028653297
21404,40.83094555873926
30079,23.20916905444126
28807,89.68481375358166
29728,26.36103151862464
32308,88.82521489971347
32240,29.799426934097422
32532,21.060171919770774
32724,72.20630372492836
32725,33.6676217765043
32255,50.429799426934096
31748,9.312320916905444
31990,65.4727793696275
31760,80.51575931232091
31774,94.55587392550143
31947,97.56446991404012
183,81.08882521489971
32447,93.26647564469914
32686,7.163323782234957
32862,61.46131805157593
30081,41.260744985673355
33013,68.62464183381088
31994,66.7621776504298
32090,89.54154727793696
32907,25.358166189111746
32091,43.26647564469914
21372,8.882521489971348
33158,92.26361031518626
32508,90.25787965616045
32737,21.48997134670487
1037,98.42406876790831
21367,2.722063037249284
32482,31.23209169054441
32680,27.363896848137536
31852,68.33810888252148
32340,48.28080229226361
32977,96.84813753581662
33472,96.41833810888252
32036,49.570200573065904
32786,41.260744985673355
32584,68.62464183381088
30556,72.06303724928367
32382,7.4498567335243555
30998,59.16905444126075
1333,84.81375358166189
32182,98.56733524355302
33075,72.77936962750717
33049,86.10315186246417
32357,63.89684813753582
32431,55.30085959885387
32592,18.05157593123209
32785,58.45272206303726
32222,62.46418338108882
32418,95.70200573065902
32811,89.39828080229226
21448,23.78223495702006
32346,14.326647564469914
33064,75.21489971346705
32421,81.37535816618912
22626,40.97421203438395
32145,3.29512893982808
31880,58.73925501432665
21463,0.7163323782234957
520,32.95128939828081
5,66.189111747851
723,42.40687679083094
32350,12.177650429799428
32436,45.41547277936962
53,38.25214899713467
32146,50.0
34506,85.10028653295129
30576,93.40974212034384
30210,33.5243553008596
32215,94.12607449856733
32980,73.78223495702005
32214,48.42406876790831
33095,84.5272206303725
33256,1.2893982808022924
31333,21.776504297994272
1648,34.95702005730659
1072,2.005730659025788
32766,55.30085959885387
22561,16.9054441260745
31736,42.26361031518625
31905,6.303724928366762
1932,2.5787965616045847
31859,37.67908309455588
33243,1.7191977077363898
30992,35.53008595988539
32149,79.36962750716332
32159,89.82808022922636
33086,89.82808022922636
32367,58.02292263610315
32401,38.108882521489974
30362,13.18051575931232
31726,18.33810888252149
32777,5.873925501432665
32987,70.77363896848138
32560,32.664756446991404
32428,63.61031518624641
33050,8.30945558739255
21442,85.81661891117479
32576,94.55587392550143
32210,15.902578796561603
32953,47.421203438395416
32774,50.71633237822349
33318,7.306590257879657
1276,81.37535816618912
32985,96.27507163323781
30610,81.80515759312321
72,69.77077363896849
32841,47.56446991404012
32869,32.808022922636106
1199,7.163323782234957
32316,69.34097421203438
32061,89.11174785100286
764,82.8080229226361
32667,65.61604584527221
32897,31.51862464183381
33237,33.2378223495702
2685,5.157593123209169
29735,3.7249283667621778
1011,1.146131805157593
32088,14.326647564469914
33341,50.0
1010,19.484240687679083
33032,53.86819484240688
31786,8.166189111747851
32098,1.002865329512894
32259,61.60458452722063
29719,42.693409742120345
1161,35.100286532951294
32139,12.893982808022923
21390,97.85100286532952
29733,43.69627507163324
32449,41.69054441260745
31791,34.52722063037249
31752,8.739255014326648
32716,10.315186246418339
1016,51.57593123209169
32299,80.37249283667622
32448,74.49856733524355
