tcr_id,percentage_lower
1190,45.92274678111588
1184,60.08583690987125
32486,9.15593705293276
31004,14.020028612303289
33149,86.26609442060087
32525,57.79685264663805
20861,2.575107296137339
21410,21.888412017167383
21404,39.62804005722461
30079,33.33333333333333
28807,94.70672389127324
29728,39.19885550786839
32308,89.84263233190272
32240,39.91416309012876
32532,38.62660944206009
32724,73.24749642346208
32725,53.50500715307582
32255,80.54363376251789
31748,9.44206008583691
31990,81.97424892703863
31760,79.68526466380543
31774,87.6967095851216
31947,97.99713876967095
183,90.70100143061516
32447,92.98998569384835
32686,4.721030042918455
32862,64.09155937052932
30081,48.354792560801144
33013,51.645207439198856
31994,60.22889842632332
32090,97.99713876967095
32907,36.48068669527897
32091,46.3519313304721
21372,11.158798283261802
33158,75.10729613733905
32508,90.55793991416309
32737,14.449213161659513
1037,98.42632331902719
21367,4.57796852646638
32482,48.497854077253216
32680,18.168812589413445
31852,83.97711015736766
32340,60.22889842632332
32977,94.13447782546494
33472,98.71244635193133
32036,53.0758226037196
32786,45.20743919885551
32584,64.8068669527897
30556,57.93991416309014
32382,4.148783977110158
30998,65.23605150214593
1333,72.53218884120172
32182,97.13876967095851
33075,78.39771101573677
33049,90.98712446351931
32357,28.32618025751073
32431,37.625178826895564
32592,26.75250357653791
32785,69.241773962804
32222,54.7925608011445
32418,89.84263233190272
32811,80.25751072961373
21448,45.493562231759654
32346,13.01859799713877
33064,77.53934191702432
32421,55.36480686695279
22626,44.63519313304721
32145,5.7224606580829755
31880,43.63376251788269
21463,10.157367668097281
520,36.05150214592275
5,59.513590844062946
723,56.65236051502146
32350,20.88698140200286
32436,44.92131616595136
53,22.031473533619454
32146,67.95422031473534
34506,71.5307582260372
30576,91.70243204577969
30210,42.48927038626609
32215,95.13590844062946
32980,55.22174535050072
32214,41.77396280400572
33095,84.97854077253218
33256,0.7153075822603719
31333,9.44206008583691
1648,32.474964234620884
1072,3.004291845493562
32766,42.63233190271817
22561,27.038626609442062
31736,65.52217453505007
31905,3.4334763948497855
1932,2.28898426323319
31859,37.19599427753934
33243,1.0014306151645207
30992,26.180257510729614
32149,66.95278969957081
32159,86.98140200286123
33086,93.70529327610872
32367,50.786838340486405
32401,35.336194563662374
30362,8.726752503576538
31726,23.462088698140203
32777,6.151645207439199
32987,60.37195994277539
32560,22.889842632331902
32428,65.23605150214593
33050,14.449213161659513
21442,80.25751072961373
32576,96.42346208869814
32210,21.45922746781116
32953,34.33476394849785
32774,29.470672389127323
33318,4.005722460658083
1276,82.54649499284692
32985,94.84978540772532
30610,78.39771101573677
72,49.64234620886982
32841,67.95422031473534
32869,37.19599427753934
1199,8.726752503576538
32316,75.53648068669528
32061,75.3934191702432
764,78.54077253218884
32667,85.83690987124464
32897,30.042918454935624
33237,34.19170243204578
2685,3.5765379113018603
29735,3.290414878397711
1011,2.1459227467811157
32088,10.586552217453505
33341,73.39055793991416
1010,20.028612303290416
33032,58.798283261802574
31786,16.165951359084406
32098,1.7167381974248928
32259,62.08869814020028
29719,48.927038626609445
1161,51.931330472103
32139,20.600858369098713
21390,96.85264663805437
29733,46.49499284692418
32449,43.34763948497854
31791,37.625178826895564
31752,16.595135908440632
32716,8.583690987124463
1016,58.941344778254646
32299,69.241773962804
32448,72.96137339055794
