tcr_id,percentage_lower
10134,82.689556509299
30743,67.23891273247496
16828,7.439198855507868
2655,72.38912732474965
9701,80.25751072961373
15461,37.76824034334764
22568,21.030042918454935
13602,82.54649499284692
16785,23.032904148783977
15059,46.638054363376256
9850,62.517882689556515
15311,65.95135908440629
19259,62.231759656652365
7908,47.78254649499284
33664,77.39628040057225
15304,1.7167381974248928
13013,4.721030042918455
1174,7.1530758226037205
31477,55.36480686695279
20036,24.892703862660944
1216,44.34907010014306
12902,16.30901287553648
33264,63.23319027181689
14142,17.02432045779685
18817,51.931330472103
3940,4.005722460658083
32967,15.593705293276109
17098,68.0972818311874
12268,93.56223175965665
26683,99.71387696709584
23512,56.36623748211731
353,52.64663805436338
14380,94.84978540772532
1205,69.241773962804
19288,36.62374821173104
17514,47.4964234620887
33460,68.24034334763948
26045,93.99141630901288
29000,70.10014306151645
29772,41.63090128755365
33567,79.39914163090128
5818,64.37768240343348
14245,52.5035765379113
10778,24.892703862660944
6684,33.33333333333333
16686,16.30901287553648
13891,23.605150214592275
12225,76.10872675250357
14668,11.444921316165951
17611,11.301859799713878
21174,20.600858369098713
16928,89.84263233190272
10785,94.4206008583691
11316,70.67238912732475
3112,99.4277539341917
889,51.21602288984263
7638,3.290414878397711
22108,25.035765379113016
23564,96.42346208869814
18525,55.07868383404863
1932,2.28898426323319
7204,65.52217453505007
9598,79.54220314735336
16483,11.015736766809727
4527,1.859799713876967
5605,53.934191702432045
11460,42.34620886981402
6641,73.8197424892704
8081,36.05150214592275
29510,33.47639484978541
15766,1.7167381974248928
17601,44.34907010014306
5216,4.721030042918455
10556,86.26609442060087
2627,27.896995708154503
16456,11.015736766809727
65,25.321888412017167
8647,44.92131616595136
5405,81.11587982832617
26768,10.300429184549357
4486,31.616595135908444
5583,45.779685264663804
33156,91.55937052932761
19032,84.12017167381974
15386,61.23032904148784
6128,74.2489270386266
18715,44.34907010014306
3130,9.44206008583691
12984,23.74821173104435
317,21.745350500715308
21433,7.1530758226037205
12947,96.56652360515021
11900,91.13018597997139
33394,80.82975679542204
12366,25.608011444921313
3522,77.25321888412017
19970,30.32904148783977
6472,6.008583690987124
5152,38.62660944206009
28831,98.42632331902719
24789,37.76824034334764
10160,6.580829756795422
33752,76.96709585121603
4102,45.63662374821173
15381,49.92846924177397
14289,52.5035765379113
15183,69.09871244635193
7796,25.608011444921313
7146,1.2875536480686696
18275,64.37768240343348
23591,7.0100143061516444
1131,42.48927038626609
28942,73.24749642346208
1333,72.53218884120172
9587,19.88555078683834
7650,41.63090128755365
6200,57.36766809728183
23859,1.4306151645207439
7081,27.896995708154503
12105,20.314735336194563
7080,66.38054363376253
12850,56.22317596566524
4990,24.606580829756798
2932,83.97711015736766
404,71.24463519313305
13147,29.32761087267525
31292,76.68097281831187
25972,6.580829756795422
22012,68.24034334763948
5131,67.0958512160229
10936,7.725321888412018
28885,18.168812589413445
3391,65.80829756795423
12089,77.1101573676681
18942,0.0
3791,92.84692417739629
21286,63.94849785407726
1385,21.602288984263232
3753,23.89127324749642
366,4.57796852646638
15068,59.084406294706724
17469,80.25751072961373
8610,73.6766809728183
13035,21.745350500715308
6370,24.892703862660944
18773,38.483547925608015
32617,10.44349070100143
17130,34.0486409155937
11541,48.354792560801144
3368,76.10872675250357
