tcr_id,percentage_lower
15304,1.7167381974248928
1174,7.1530758226037205
14142,17.02432045779685
1205,69.241773962804
29000,70.10014306151645
10778,24.892703862660944
13891,23.605150214592275
14668,11.444921316165953
21174,20.600858369098713
889,51.21602288984263
7638,3.290414878397711
18525,55.07868383404863
1932,2.28898426323319
5605,53.934191702432045
10556,86.26609442060087
16456,11.015736766809727
65,25.321888412017167
5405,81.11587982832617
26768,10.300429184549357
5583,45.77968526466381
15386,61.23032904148784
11900,91.1301859799714
33394,80.82975679542204
3522,77.25321888412017
14289,52.5035765379113
404,71.24463519313305
5131,67.0958512160229
3753,23.89127324749642
13035,21.745350500715308
18773,38.483547925608015
