tcr_id,percentage
6370,8.882521489971348
3368,76.21776504297995
10785,94.55587392550143
11316,63.467048710601716
8610,73.63896848137536
16928,96.27507163323781
21174,14.469914040114611
14668,18.911174785100286
1385,4.154727793696275
12225,62.32091690544412
13891,25.501432664756447
17611,22.063037249283667
3753,34.67048710601719
10778,45.27220630372493
16686,30.659025787965614
14245,53.43839541547278
3791,94.69914040114614
33567,83.0945558739255
5131,63.89684813753582
16456,14.469914040114611
3391,61.03151862464183
26768,27.507163323782237
10556,75.07163323782235
17601,58.45272206303726
353,55.014326647564474
7080,67.76504297994269
29510,27.936962750716333
15766,1.002865329512894
4990,24.498567335243553
11460,47.134670487106014
2932,82.378223495702
7650,28.08022922636103
6200,47.277936962750715
16483,9.742120343839542
23564,98.42406876790831
22108,12.750716332378223
18525,39.68481375358166
7081,49.28366762177651
31477,44.84240687679083
9587,14.183381088825215
20036,22.492836676217763
33664,69.05444126074498
13013,11.89111747851003
15304,3.7249283667621778
19259,64.89971346704871
15311,66.7621776504298
1131,57.879656160458445
1333,84.81375358166189
13602,81.08882521489971
16785,18.76790830945559
15059,67.76504297994269
15461,19.340974212034386
22568,43.98280802292264
7146,1.146131805157593
16828,12.320916905444127
4102,39.68481375358166
889,36.81948424068768
10134,87.82234957020057
30743,68.48137535816619
7796,42.40687679083094
5152,60.31518624641834
29772,35.673352435530084
29000,64.46991404011462
26045,95.70200573065902
33460,52.43553008595988
19288,47.85100286532951
17514,51.719197707736384
14380,97.70773638968481
3522,85.38681948424069
6472,5.014326647564469
26683,99.8567335243553
12268,87.82234957020057
23512,52.14899713467048
6128,62.75071633237822
3130,16.045845272206304
18817,59.16905444126075
32967,21.91977077363897
17098,75.07163323782235
5583,54.297994269340975
12902,17.621776504297994
33264,58.16618911174785
14142,24.92836676217765
28885,41.260744985673355
8647,81.08882521489971
5405,90.68767908309455
25972,8.45272206303725
10936,2.4355300859598854
22012,59.31232091690545
4486,41.40401146131805
31292,71.48997134670488
5216,11.318051575931232
2627,40.83094555873926
317,23.78223495702006
13147,26.504297994269344
6641,69.91404011461319
8081,14.899713467048711
12105,48.853868194842406
12850,67.76504297994269
23859,0.8595988538681949
1932,2.5787965616045847
7204,80.37249283667622
9598,92.26361031518626
4527,0.8595988538681949
5605,78.93982808022922
18773,45.702005730659025
32617,5.300859598853868
17130,33.5243553008596
11541,52.57879656160458
3112,99.8567335243553
7638,11.318051575931232
13035,14.899713467048711
15068,79.79942693409741
65,49.28366762177651
17469,82.23495702005731
6684,24.785100286532952
21286,72.34957020057307
12089,68.48137535816619
18942,0.14326647564469913
5818,54.297994269340975
24789,42.693409742120345
28831,97.99426934097421
10160,4.011461318051576
33752,75.07163323782235
1205,71.63323782234957
12366,29.656160458452725
33394,83.95415472779369
19970,44.55587392550143
11900,88.53868194842407
18715,18.76790830945559
404,57.59312320916905
12984,21.91977077363897
12947,96.56160458452722
21433,1.7191977077363898
15386,67.3352435530086
33156,95.12893982808023
19032,92.69340974212035
3940,3.0085959885386817
7908,66.6189111747851
1174,2.148997134670487
1216,40.68767908309456
9850,44.69914040114613
28942,64.04011461318052
23591,5.014326647564469
18275,71.77650429799426
366,6.017191977077363
9701,79.79942693409741
15381,68.62464183381088
15183,60.17191977077364
14289,61.03151862464183
2655,87.10601719197709
